"","game.id","week","w.id","w.conference","w.name","w.abbrvs","w.rank","w.pts","location","l.pts","l.rank","l.abbrvs","l.name","l.conference","l.id"
"575",492,8,182,"Conference USA","Tulsa","TULSA",26,28,"",24,26,"RICE","Rice","Conference USA",138
"491",493,8,185,"Western Athletic","Utah State","UTST",26,41,"",7,26,"NMSU","New Mexico State","Western Athletic",109
"69",494,8,186,"Southeastern","Vanderbilt","VAN",26,17,"",13,26,"AUB","Auburn","Southeastern",13
"769",495,8,192,"Atlantic Coast","Wake Forest","WAKE",26,16,"@",10,26,"UVA","Virginia","Atlantic Coast",188
"421",496,8,202,"Big Ten","Wisconsin","WIS",26,38,"",13,26,"MINN","Minnesota","Big Ten",96
"345",497,9,11,"Sun Belt","Arkansas State","ARKST",26,50,"@",27,26,"LA-L","Louisiana-Lafayette","Sun Belt",82
"783",498,9,33,"Atlantic Coast","Clemson","CLEM",14,42,"@",13,26,"WAKE","Wake Forest","Atlantic Coast",192
"459",499,9,1,"Mountain West","Air Force","AF",26,48,"",31,26,"NEV","Nevada","Mountain West",105
"137",500,9,84,"Big East","Louisville","LOU",16,34,"",31,26,"CIN","Cincinnati","Big East",31
"431",501,9,3,"Southeastern","Alabama","BAMA",1,38,"",7,13,"MISS ST","Mississippi State","Southeastern",98
"627",502,9,8,"Pac-12","Arizona","ARI",26,39,"",36,10,"USC","Southern California","Pac-12",156
"57",503,9,15,"Mid-American","Ball State","BALL",26,30,"@",22,26,"ARMY","Army","Independent",12
"839",504,9,18,"Mountain West","Boise State","BST",21,45,"@",14,26,"WYO","Wyoming","Mountain West",204
"362",505,9,19,"Atlantic Coast","Boston College","BC",26,20,"",17,26,"MARY","Maryland","Atlantic Coast",87
"185",506,9,20,"Mid-American","Bowling Green State","BG",26,24,"",3,26,"EMU","Eastern Michigan","Mid-American",43
"232",507,9,21,"Independent","Brigham Young","BYU",26,41,"@",17,26,"GT","Georgia Tech","Atlantic Coast",58
"357",508,9,27,"Conference USA","Central Florida","UCF",26,54,"@",17,26,"MAR ","Marshall","Conference USA",86
"16",509,9,28,"Mid-American","Central Michigan","CMU",26,35,"",14,26,"AKRON","Akron","Mid-American",2
"247",510,9,36,"Mountain West","Colorado State","COLS",26,42,"",27,26,"HAW","Hawaii","Mountain West",60
"728",511,9,48,"Sun Belt","Florida Atlantic","FAU",26,34,"",27,26,"TROY","Troy","Sun Belt",180
"177",512,9,50,"Atlantic Coast","Florida State","FSU",11,48,"",7,26,"DUKE","Duke","Atlantic Coast",39
"476",513,9,52,"Mountain West","Fresno State","FRES",26,49,"@",32,26,"NM","New Mexico","Mountain West",108
"197",514,9,55,"Southeastern","Georgia","UGA",12,17,"",9,3,"UF","Florida","Southeastern",46
"707",515,9,61,"Conference USA","Houston","HOU",26,45,"",35,26,"UT-EP","Texas-El Paso","Conference USA",176
"275",516,9,67,"Big Ten","Indiana","IND",26,31,"@",17,26,"IL","Illinois","Big Ten",65
"82",517,9,70,"Big 12","Iowa State","ISU",26,35,"",21,26,"BAY","Baylor","Big 12",16
"700",518,9,75,"Big 12","Kansas State","KSU",4,55,"",24,15,"TTU","Texas Tech","Big 12",175
"579",519,9,76,"Mid-American","Kent State","KENT",26,35,"@",23,18,"RUT","Rutgers","Big East",140
"485",520,9,81,"Western Athletic","Louisiana Tech","LTU",24,28,"@",14,26,"NMSU","New Mexico State","Western Athletic",109
"597",521,9,83,"Sun Belt","Louisiana-Monroe","LA-M",26,38,"",24,26,"SOBAMA","South Alabama","Sun Belt",147
"535",522,9,92,"Mid-American","Miami OH","MIA-O",26,23,"",20,23,"OHIO","Ohio","Mid-American",126
"830",523,9,94,"Big Ten","Michigan State","MSU",26,16,"@",13,26,"WIS","Wisconsin","Big Ten",202
"518",524,9,95,"Sun Belt","Middle Tennessee State","MTSU",26,38,"",21,26,"NTEX","North Texas","Sun Belt",117
"566",525,9,96,"Big Ten","Minnesota","MINN",26,44,"",28,26,"PUR","Purdue","Big Ten",136
"42",526,9,97,"Southeastern","Mississippi","OLE",26,30,"@",27,26,"ARK","Arkansas","Southeastern",10
"324",527,9,99,"Southeastern","Missouri","MIZZ",26,33,"",10,26,"UK","Kentucky","Southeastern",77
"178",528,9,103,"Independent","Navy","NAVY",26,56,"@",28,26,"ECU","East Carolina","Conference USA",40
"403",529,9,104,"Big Ten","Nebraska","NEB",26,23,"",9,20,"MICH","Michigan","Big Ten",93
"509",530,9,112,"Atlantic Coast","North Carolina","UNC",26,43,"",35,26,"NCST","North Carolina State","Atlantic Coast",114
"818",531,9,120,"Mid-American","Northern Illinois","NIU",26,48,"@",34,26,"WMU","Western Michigan","Mid-American",200
"292",532,9,122,"Big Ten","Northwestern","NU",26,28,"",17,26,"IOWA","Iowa","Big Ten",69
"536",533,9,125,"Independent","Notre Dame","ND",5,30,"@",13,8,"OU","Oklahoma","Big 12",128
"552",534,9,127,"Big Ten","Ohio State","OSU",9,35,"@",23,26,"PENN","Penn State","Big Ten",132
"689",535,9,129,"Big 12","Oklahoma State","OKST",26,36,"",14,26,"TCU","Texas Christian","Big 12",172
"153",536,9,130,"Pac-12","Oregon","ORE",2,70,"",14,26,"COL","Colorado","Pac-12",35
"667",537,9,133,"Big East","Pittsburgh","PITT",26,47,"",17,26,"TEM","Temple","Big East",165
"646",538,9,138,"Conference USA","Rice","RICE",26,44,"",17,26,"SO MISS","Southern Mississippi","Conference USA",159
"472",539,9,144,"Mountain West","San Diego State","SDSU",26,24,"",13,26,"UNLV","Nevada-Las Vegas","Mountain West",106
"697",540,9,145,"Western Athletic","San Jose State","SJSU",26,31,"",20,26,"TEXST","Texas State","Western Athletic",174
"672",541,9,148,"Southeastern","South Carolina","SC",17,38,"",35,26,"TEN","Tennessee","Southeastern",166
"389",542,9,158,"Conference USA","Southern Methodist","SMU",26,44,"",13,26,"MEM","Memphis","Conference USA",90
"792",543,9,161,"Pac-12","Stanford","STAN",19,24,"",17,26,"WSU","Washington State","Pac-12",194
"618",544,9,164,"Big East","Syracuse","SYR",26,37,"@",36,26,"SFU","South Florida","Big East",152
"312",545,9,169,"Big 12","Texas","TEX",26,21,"@",17,26,"KU","Kansas","Big 12",74
"67",546,9,170,"Southeastern","Texas A&M","TAMU",22,63,"@",21,26,"AUB","Auburn","Southeastern",13
"113",547,9,178,"Mid-American","Toledo","TOL",26,25,"@",20,26,"BUF","Buffalo","Mid-American",22
"22",548,9,181,"Conference USA","Tulane","TULA",26,55,"",45,26,"UAB","Alabama-Birmingham","Conference USA",5
"41",549,9,183,"Pac-12","UCLA","UCLA",26,45,"@",43,26,"ASU","Arizona State","Pac-12",9
"120",550,9,184,"Pac-12","Utah","UTAH",26,49,"",27,26,"CAL","California","Pac-12",24
"715",551,9,185,"Western Athletic","Utah State","UTST",26,48,"@",17,26,"UTSA","Texas-San Antonio","Western Athletic",177
"380",552,9,186,"Southeastern","Vanderbilt","VAN",26,49,"",7,26,"UMASS","Massachusetts","Mid-American",88
"547",553,9,193,"Pac-12","Washington","WASH",26,20,"",17,7,"ORST","Oregon State","Pac-12",131
"213",554,9,199,"Sun Belt","Western Kentucky","WKU",26,14,"@",6,26,"FIU","Florida International","Sun Belt",49
"774",555,10,91,"Atlantic Coast","Miami FL","MIA",26,30,"",12,26,"VT","Virginia Tech","Atlantic Coast",190
"811",556,10,95,"Sun Belt","Middle Tennessee State","MTSU",26,34,"@",29,26,"WKU","Western Kentucky","Sun Belt",199
"193",557,10,126,"Mid-American","Ohio","OHIO",26,45,"",14,26,"EMU","Eastern Michigan","Mid-American",43
"119",558,10,193,"Pac-12","Washington","WASH",26,21,"@",13,26,"CAL","California","Pac-12",24
"339",559,10,3,"Southeastern","Alabama","BAMA",1,21,"@",17,5,"LSU","Louisiana State","Southeastern",80
"640",560,10,5,"Conference USA","Alabama-Birmingham","UAB",26,27,"@",19,26,"SO MISS","Southern Mississippi","Conference USA",159
"740",561,10,10,"Southeastern","Arkansas","ARK",26,19,"",15,26,"TULSA","Tulsa","Conference USA",182
"512",562,10,11,"Sun Belt","Arkansas State","ARKST",26,37,"@",19,26,"NTEX","North Texas","Sun Belt",117
"6",563,10,12,"Independent","Army","ARMY",26,41,"",21,26,"AF","Air Force","Mountain West",1
"487",564,10,13,"Southeastern","Auburn","AUB",26,42,"",7,26,"NMSU","New Mexico State","Western Athletic",109
"311",565,10,16,"Big 12","Baylor","BAY",26,41,"",14,26,"KU","Kansas","Big 12",74
"396",566,10,22,"Mid-American","Buffalo","BUF",26,27,"",24,26,"MIA-O","Miami OH","Mid-American",92
"633",567,10,27,"Conference USA","Central Florida","UCF",26,42,"",17,26,"SMU","Southern Methodist","Conference USA",158
"659",568,10,31,"Big East","Cincinnati","CIN",26,35,"",24,26,"SYR","Syracuse","Big East",164
"171",569,10,33,"Atlantic Coast","Clemson","CLEM",10,56,"@",20,26,"DUKE","Duke","Atlantic Coast",39
"249",570,10,40,"Conference USA","East Carolina","ECU",26,48,"",28,26,"HOU","Houston","Conference USA",61
"437",571,10,46,"Southeastern","Florida","UF",8,14,"",7,26,"MIZZ","Missouri","Southeastern",99
"596",572,10,49,"Sun Belt","Florida International","FIU",26,28,"@",20,26,"SOBAMA","South Alabama","Sun Belt",147
"244",573,10,52,"Mountain West","Fresno State","FRES",26,45,"",10,26,"HAW","Hawaii","Mountain West",60
"425",574,10,55,"Southeastern","Georgia","UGA",7,37,"",10,26,"OLE","Mississippi","Southeastern",97
"365",575,10,58,"Atlantic Coast","Georgia Tech","GT",26,33,"@",13,26,"MARY","Maryland","Atlantic Coast",87
"293",576,10,67,"Big Ten","Indiana","IND",26,24,"",21,26,"IOWA","Iowa","Big Ten",69
"543",577,10,75,"Big 12","Kansas State","KSU",3,44,"",30,26,"OKST","Oklahoma State","Big 12",129
"17",578,10,76,"Mid-American","Kent State","KENT",26,35,"",24,26,"AKRON","Akron","Mid-American",2
"716",579,10,81,"Western Athletic","Louisiana Tech","LTU",22,51,"",27,26,"UTSA","Texas-San Antonio","Western Athletic",177
"347",580,10,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,40,"@",24,26,"LA-M","Louisiana-Monroe","Sun Belt",83
"663",581,10,84,"Big East","Louisville","LOU",12,45,"",17,26,"TEM","Temple","Big East",165
"385",582,10,86,"Conference USA","Marshall","MAR ",26,38,"",28,26,"MEM","Memphis","Conference USA",90
"418",583,10,93,"Big Ten","Michigan","MICH",26,35,"@",13,26,"MINN","Minnesota","Big Ten",96
"208",584,10,103,"Independent","Navy","NAVY",26,24,"",17,26,"FAU","Florida Atlantic","Sun Belt",48
"408",585,10,104,"Big Ten","Nebraska","NEB",21,28,"@",24,26,"MSU","Michigan State","Big Ten",94
"479",586,10,106,"Mountain West","Nevada-Las Vegas","UNLV",26,35,"",7,26,"NM","New Mexico","Mountain West",108
"372",587,10,120,"Mid-American","Northern Illinois","NIU",26,63,"",0,26,"UMASS","Massachusetts","Mid-American",88
"558",588,10,125,"Independent","Notre Dame","ND",4,29,"",26,26,"PITT","Pittsburgh","Big East",133
"279",589,10,127,"Big Ten","Ohio State","OSU",6,52,"",22,26,"IL","Illinois","Big Ten",65
"300",590,10,128,"Big 12","Oklahoma","OU",14,35,"@",20,26,"ISU","Iowa State","Big 12",70
"624",591,10,130,"Pac-12","Oregon","ORE",2,62,"@",51,18,"USC","Southern California","Pac-12",156
"38",592,10,131,"Pac-12","Oregon State","ORST",13,36,"",26,26,"ASU","Arizona State","Pac-12",9
"567",593,10,132,"Big Ten","Penn State","PENN",26,34,"@",9,26,"PUR","Purdue","Big Ten",136
"735",594,10,138,"Conference USA","Rice","RICE",26,49,"@",47,26,"TULA","Tulane","Conference USA",181
"84",595,10,144,"Mountain West","San Diego State","SDSU",26,21,"@",19,19,"BST","Boise State","Mountain West",18
"263",596,10,145,"Western Athletic","San Jose State","SJSU",26,42,"@",13,26,"ID","Idaho","Western Athletic",63
"165",597,10,152,"Big East","South Florida","SFU",26,13,"",6,26,"UCONN","Connecticut","Big East",37
"150",598,10,161,"Pac-12","Stanford","STAN",15,48,"@",0,26,"COL","Colorado","Pac-12",35
"727",599,10,166,"Southeastern","Tennessee","TEN",26,55,"",48,26,"TROY","Troy","Sun Belt",180
"702",600,10,169,"Big 12","Texas","TEX",26,31,"@",22,20,"TTU","Texas Tech","Big 12",175
"433",601,10,170,"Southeastern","Texas A&M","TAMU",16,38,"@",13,17,"MISS ST","Mississippi State","Southeastern",98
"806",602,10,172,"Big 12","Texas Christian","TCU",26,39,"@",38,23,"WV","West Virginia","Big 12",196
"32",603,10,183,"Pac-12","UCLA","UCLA",25,66,"",10,24,"ARI","Arizona","Pac-12",8
"791",604,10,184,"Pac-12","Utah","UTAH",26,49,"",6,26,"WSU","Washington State","Pac-12",194
"698",605,10,185,"Western Athletic","Utah State","UTST",26,38,"",7,26,"TEXST","Texas State","Western Athletic",174
"325",606,10,186,"Southeastern","Vanderbilt","VAN",26,40,"@",0,26,"UK","Kentucky","Southeastern",77
"506",607,10,188,"Atlantic Coast","Virginia","UVA",26,33,"@",6,26,"NCST","North Carolina State","Atlantic Coast",114
"89",608,10,192,"Atlantic Coast","Wake Forest","WAKE",26,28,"",14,26,"BC","Boston College","Atlantic Coast",19
"130",609,10,200,"Mid-American","Western Michigan","WMU",26,42,"@",31,26,"CMU","Central Michigan","Mid-American",28
"158",610,10,204,"Mountain West","Wyoming","WYO",26,45,"",31,26,"COLS","Colorado State","Mountain West",36
"717",611,11,15,"Mid-American","Ball State","BALL",26,34,"@",27,23,"TOL","Toledo","Mid-American",178
"532",612,11,20,"Mid-American","Bowling Green State","BG",26,26,"@",14,26,"OHIO","Ohio","Mid-American",126
"351",613,11,11,"Sun Belt","Arkansas State","ARKST",26,45,"",23,26,"LA-M","Louisiana-Monroe","Sun Belt",83
"772",614,11,50,"Atlantic Coast","Florida State","FSU",8,28,"@",22,26,"VT","Virginia Tech","Atlantic Coast",190
"557",615,11,37,"Big East","Connecticut","UCONN",26,24,"",17,26,"PITT","Pittsburgh","Big East",133
"361",616,11,5,"Conference USA","Alabama-Birmingham","UAB",26,38,"",31,26,"MAR ","Marshall","Conference USA",86
"151",617,11,8,"Pac-12","Arizona","ARI",26,56,"",31,26,"COL","Colorado","Pac-12",35
"241",618,11,18,"Mountain West","Boise State","BST",26,49,"@",14,26,"HAW","Hawaii","Mountain West",60
"264",619,11,21,"Independent","Brigham Young","BYU",26,52,"",13,26,"ID","Idaho","Western Athletic",63
"820",620,11,22,"Mid-American","Buffalo","BUF",26,29,"",24,26,"WMU","Western Michigan","Mid-American",200
"706",621,11,27,"Conference USA","Central Florida","UCF",26,31,"@",24,26,"UT-EP","Texas-El Paso","Conference USA",176
"192",622,11,28,"Mid-American","Central Michigan","CMU",26,34,"@",31,26,"EMU","Eastern Michigan","Mid-American",43
"665",623,11,31,"Big East","Cincinnati","CIN",26,34,"@",10,26,"TEM","Temple","Big East",165
"369",624,11,33,"Atlantic Coast","Clemson","CLEM",10,45,"",10,26,"MARY","Maryland","Atlantic Coast",87
"467",625,11,36,"Mountain West","Colorado State","COLS",26,33,"",11,26,"UNLV","Nevada-Las Vegas","Mountain West",106
"346",626,11,46,"Southeastern","Florida","UF",7,27,"",20,26,"LA-L","Louisiana-Lafayette","Sun Belt",82
"815",627,11,48,"Sun Belt","Florida Atlantic","FAU",26,37,"@",28,26,"WKU","Western Kentucky","Sun Belt",199
"457",628,11,52,"Mountain West","Fresno State","FRES",26,52,"@",36,26,"NEV","Nevada","Mountain West",105
"63",629,11,55,"Southeastern","Georgia","UGA",5,38,"@",0,26,"AUB","Auburn","Southeastern",13
"501",630,11,58,"Atlantic Coast","Georgia Tech","GT",26,68,"@",50,26,"UNC","North Carolina","Atlantic Coast",112
"687",631,11,75,"Big 12","Kansas State","KSU",3,23,"@",10,26,"TCU","Texas Christian","Big 12",172
"402",632,11,76,"Mid-American","Kent State","KENT",26,48,"@",32,26,"MIA-O","Miami OH","Mid-American",92
"434",633,11,80,"Southeastern","Louisiana State","LSU",9,37,"",17,22,"MISS ST","Mississippi State","Southeastern",98
"694",634,11,81,"Western Athletic","Louisiana Tech","LTU",19,62,"@",55,26,"TEXST","Texas State","Western Athletic",174
"13",635,11,88,"Mid-American","Massachusetts","UMASS",26,22,"@",14,26,"AKRON","Akron","Mid-American",2
"738",636,11,90,"Conference USA","Memphis","MEM",26,37,"",23,26,"TULA","Tulane","Conference USA",181
"526",637,11,93,"Big Ten","Michigan","MICH",26,38,"",31,26,"NU","Northwestern","Big Ten",122
"276",638,11,96,"Big Ten","Minnesota","MINN",26,17,"@",3,26,"IL","Illinois","Big Ten",65
"669",639,11,99,"Southeastern","Missouri","MIZZ",26,51,"@",48,26,"TEN","Tennessee","Southeastern",166
"550",640,11,104,"Big Ten","Nebraska","NEB",18,32,"",23,26,"PENN","Penn State","Big Ten",132
"782",641,11,114,"Atlantic Coast","North Carolina State","NCST",26,37,"",6,26,"WAKE","Wake Forest","Atlantic Coast",192
"600",642,11,117,"Sun Belt","North Texas","NTEX",26,24,"",14,26,"SOBAMA","South Alabama","Sun Belt",147
"93",643,11,125,"Independent","Notre Dame","ND",4,21,"@",6,26,"BC","Boston College","Atlantic Coast",19
"81",644,11,128,"Big 12","Oklahoma","OU",14,42,"",34,26,"BAY","Baylor","Big 12",16
"802",645,11,129,"Big 12","Oklahoma State","OKST",26,55,"",34,26,"WV","West Virginia","Big 12",196
"121",646,11,130,"Pac-12","Oregon","ORE",2,59,"@",17,26,"CAL","California","Pac-12",24
"295",647,11,136,"Big Ten","Purdue","PUR",26,27,"@",24,26,"IOWA","Iowa","Big Ten",69
"59",648,11,140,"Big East","Rutgers","RUT",24,28,"",7,26,"ARMY","Army","Independent",12
"4",649,11,144,"Mountain West","San Diego State","SDSU",26,28,"",9,26,"AF","Air Force","Mountain West",1
"492",650,11,145,"Western Athletic","San Jose State","SJSU",26,47,"@",7,26,"NMSU","New Mexico State","Western Athletic",109
"45",651,11,148,"Southeastern","South Carolina","SC",12,38,"",20,26,"ARK","Arkansas","Southeastern",10
"39",652,11,156,"Pac-12","Southern California","USC",21,38,"",17,26,"ASU","Arizona State","Pac-12",9
"642",653,11,158,"Conference USA","Southern Methodist","SMU",26,34,"",6,26,"SO MISS","Southern Mississippi","Conference USA",159
"546",654,11,161,"Pac-12","Stanford","STAN",16,27,"",23,13,"ORST","Oregon State","Pac-12",131
"352",655,11,164,"Big East","Syracuse","SYR",26,45,"",26,11,"LOU","Louisville","Big East",84
"297",656,11,169,"Big 12","Texas","TEX",19,33,"",7,26,"ISU","Iowa State","Big 12",70
"19",657,11,170,"Southeastern","Texas A&M","TAMU",15,29,"@",24,1,"BAMA","Alabama","Southeastern",3
"317",658,11,175,"Big 12","Texas Tech","TTU",25,41,"",34,26,"KU","Kansas","Big 12",74
"381",659,11,177,"Western Athletic","Texas-San Antonio","UTSA",26,31,"",24,26,"MCNST","McNeese State","FCS",89
"451",660,11,180,"Sun Belt","Troy","TROY",26,41,"",31,26,"NAVY","Navy","Independent",103
"255",661,11,182,"Conference USA","Tulsa","TULSA",26,41,"@",7,26,"HOU","Houston","Conference USA",61
"795",662,11,183,"Pac-12","UCLA","UCLA",17,44,"@",36,26,"WSU","Washington State","Pac-12",194
"428",663,11,186,"Southeastern","Vanderbilt","VAN",26,27,"@",26,26,"OLE","Mississippi","Southeastern",97
"390",664,11,188,"Atlantic Coast","Virginia","UVA",26,41,"",40,26,"MIA","Miami FL","Atlantic Coast",91
"753",665,11,193,"Pac-12","Washington","WASH",26,34,"",15,26,"UTAH","Utah","Pac-12",184
"287",666,11,202,"Big Ten","Wisconsin","WIS",26,62,"@",14,26,"IND","Indiana","Big Ten",67
"477",667,11,204,"Mountain West","Wyoming","WYO",26,28,"@",23,26,"NM","New Mexico","Mountain West",108
"533",668,12,15,"Mid-American","Ball State","BALL",26,52,"",27,26,"OHIO","Ohio","Mid-American",126
"719",669,12,120,"Mid-American","Northern Illinois","NIU",26,31,"",24,26,"TOL","Toledo","Mid-American",178
"765",670,12,112,"Atlantic Coast","North Carolina","UNC",26,37,"@",13,26,"UVA","Virginia","Atlantic Coast",188
"246",671,12,1,"Mountain West","Air Force","AF",26,21,"",7,26,"HAW","Hawaii","Mountain West",60
"207",672,12,49,"Sun Belt","Florida International","FIU",26,34,"@",24,26,"FAU","Florida Atlantic","Sun Belt",48
"809",673,12,3,"Southeastern","Alabama","BAMA",4,49,"",0,26,"WCU","Western Carolina","FCS",197
"749",674,12,8,"Pac-12","Arizona","ARI",26,34,"@",24,26,"UTAH","Utah","Pac-12",184
"794",675,12,9,"Pac-12","Arizona State","ASU",26,46,"",7,26,"WSU","Washington State","Pac-12",194
"724",676,12,11,"Sun Belt","Arkansas State","ARKST",26,41,"@",34,26,"TROY","Troy","Sun Belt",180
"20",677,12,13,"Southeastern","Auburn","AUB",26,51,"",7,26,"BAMA A&M","Alabama A&M","FCS",4
"319",678,12,16,"Big 12","Baylor","BAY",26,52,"",24,2,"KSU","Kansas State","Big 12",75
"160",679,12,18,"Mountain West","Boise State","BST",26,42,"",14,26,"COLS","Colorado State","Mountain West",36
"374",680,12,22,"Mid-American","Buffalo","BUF",26,29,"@",19,26,"UMASS","Massachusetts","Mid-American",88
"397",681,12,28,"Mid-American","Central Michigan","CMU",26,30,"",16,26,"MIA-O","Miami OH","Mid-American",92
"504",682,12,33,"Atlantic Coast","Clemson","CLEM",11,62,"",48,26,"NCST","North Carolina State","Atlantic Coast",114
"739",683,12,40,"Conference USA","East Carolina","ECU",26,28,"@",23,26,"TULA","Tulane","Conference USA",181
"819",684,12,43,"Mid-American","Eastern Michigan","EMU",26,29,"@",23,26,"WMU","Western Michigan","Mid-American",200
"305",685,12,46,"Southeastern","Florida","UF",7,23,"",0,26,"JVILST","Jacksonville State","FCS",72
"366",686,12,50,"Atlantic Coast","Florida State","FSU",10,41,"@",14,26,"MARY","Maryland","Atlantic Coast",87
"229",687,12,55,"Southeastern","Georgia","UGA",5,45,"",14,26,"GA SOU","Georgia Southern","FCS",56
"175",688,12,58,"Atlantic Coast","Georgia Tech","GT",26,42,"",24,26,"DUKE","Duke","Atlantic Coast",39
"315",689,12,70,"Big 12","Iowa State","ISU",26,51,"@",23,26,"KU","Kansas","Big 12",74
"98",690,12,76,"Mid-American","Kent State","KENT",25,31,"@",24,26,"BG","Bowling Green State","Mid-American",20
"585",691,12,77,"Southeastern","Kentucky","UK",26,34,"",3,26,"SAMF","Samford","FCS",143
"427",692,12,80,"Southeastern","Louisiana State","LSU",8,41,"",35,26,"OLE","Mississippi","Southeastern",97
"812",693,12,82,"Sun Belt","Louisiana-Lafayette","LA-L",26,31,"",27,26,"WKU","Western Kentucky","Sun Belt",199
"516",694,12,83,"Sun Belt","Louisiana-Monroe","LA-M",26,42,"",16,26,"NTEX","North Texas","Sun Belt",117
"250",695,12,86,"Conference USA","Marshall","MAR ",26,44,"",41,26,"HOU","Houston","Conference USA",61
"27",696,12,90,"Conference USA","Memphis","MEM",26,46,"@",9,26,"UAB","Alabama-Birmingham","Conference USA",5
"617",697,12,91,"Atlantic Coast","Miami FL","MIA",26,40,"",9,26,"SFU","South Florida","Big East",152
"294",698,12,93,"Big Ten","Michigan","MICH",23,42,"",17,26,"IOWA","Iowa","Big Ten",69
"601",699,12,95,"Sun Belt","Middle Tennessee State","MTSU",26,20,"@",12,26,"SOBAMA","South Alabama","Sun Belt",147
"46",700,12,98,"Southeastern","Mississippi State","MISS ST",26,45,"",14,26,"ARK","Arkansas","Southeastern",10
"696",701,12,103,"Independent","Navy","NAVY",26,21,"",10,26,"TEXST","Texas State","Western Athletic",174
"422",702,12,104,"Big Ten","Nebraska","NEB",16,38,"",14,26,"MINN","Minnesota","Big Ten",96
"480",703,12,105,"Mountain West","Nevada","NEV",26,31,"@",24,26,"NM","New Mexico","Mountain West",108
"411",704,12,122,"Big Ten","Northwestern","NU",26,23,"@",20,26,"MSU","Michigan State","Big Ten",94
"784",705,12,125,"Independent","Notre Dame","ND",3,38,"",0,26,"WAKE","Wake Forest","Atlantic Coast",192
"828",706,12,127,"Big Ten","Ohio State","OSU",6,21,"@",14,26,"WIS","Wisconsin","Big Ten",202
"803",707,12,128,"Big 12","Oklahoma","OU",13,50,"@",49,26,"WV","West Virginia","Big 12",196
"703",708,12,129,"Big 12","Oklahoma State","OKST",26,59,"",21,23,"TTU","Texas Tech","Big 12",175
"122",709,12,131,"Pac-12","Oregon State","ORST",15,62,"",14,26,"CAL","California","Pac-12",24
"283",710,12,132,"Big Ten","Penn State","PENN",26,45,"",22,26,"IND","Indiana","Big Ten",67
"277",711,12,136,"Big Ten","Purdue","PUR",26,20,"@",17,26,"IL","Illinois","Big Ten",65
"636",712,12,138,"Conference USA","Rice","RICE",26,36,"",20,26,"SMU","Southern Methodist","Conference USA",158
"139",713,12,140,"Big East","Rutgers","RUT",22,10,"@",3,26,"CIN","Cincinnati","Big East",31
"104",714,12,145,"Western Athletic","San Jose State","SJSU",26,20,"",14,26,"BYU","Brigham Young","Independent",21
"832",715,12,148,"Southeastern","South Carolina","SC",12,24,"",7,26,"WOFF","Wofford","FCS",203
"544",716,12,161,"Pac-12","Stanford","STAN",14,17,"@",14,1,"ORE","Oregon","Pac-12",130
"438",717,12,164,"Big East","Syracuse","SYR",26,31,"@",27,26,"MIZZ","Missouri","Southeastern",99
"58",718,12,165,"Big East","Temple","TEM",26,63,"@",32,26,"ARMY","Army","Independent",12
"584",719,12,170,"Southeastern","Texas A&M","TAMU",9,47,"",28,26,"SAMH","Sam Houston State","FCS",142
"641",720,12,176,"Conference USA","Texas-El Paso","UT-EP",26,34,"@",33,26,"SO MISS","Southern Mississippi","Conference USA",159
"260",721,12,177,"Western Athletic","Texas-San Antonio","UTSA",26,34,"@",27,26,"ID","Idaho","Western Athletic",63
"128",722,12,182,"Conference USA","Tulsa","TULSA",26,23,"",21,26,"UCF","Central Florida","Conference USA",27
"629",723,12,183,"Pac-12","UCLA","UCLA",17,38,"",28,21,"USC","Southern California","Pac-12",156
"341",724,12,185,"Western Athletic","Utah State","UTST",26,48,"@",41,19,"LTU","Louisiana Tech","Western Athletic",81
"670",725,12,186,"Southeastern","Vanderbilt","VAN",26,41,"",18,26,"TEN","Tennessee","Southeastern",166
"95",726,12,190,"Atlantic Coast","Virginia Tech","VT",26,30,"@",23,26,"BC","Boston College","Atlantic Coast",19
"147",727,12,193,"Pac-12","Washington","WASH",26,38,"@",3,26,"COL","Colorado","Pac-12",35
"473",728,12,204,"Mountain West","Wyoming","WYO",26,28,"@",23,26,"UNLV","Nevada-Las Vegas","Mountain West",106
"12",729,13,178,"Mid-American","Toledo","TOL",26,35,"",23,26,"AKRON","Akron","Mid-American",2
"679",730,13,172,"Big 12","Texas Christian","TCU",26,20,"@",13,18,"TEX","Texas","Big 12",169
"36",731,13,9,"Pac-12","Arizona State","ASU",26,41,"@",34,26,"ARI","Arizona","Pac-12",8
"398",732,13,15,"Mid-American","Ball State","BALL",26,31,"@",24,26,"MIA-O","Miami OH","Mid-American",92
"106",733,13,20,"Mid-American","Bowling Green State","BG",26,21,"",7,26,"BUF","Buffalo","Mid-American",22
"379",734,13,28,"Mid-American","Central Michigan","CMU",26,42,"@",21,26,"UMASS","Massachusetts","Mid-American",88
"619",735,13,31,"Big East","Cincinnati","CIN",26,27,"",10,26,"SFU","South Florida","Big East",152
"358",736,13,40,"Conference USA","East Carolina","ECU",26,65,"",59,26,"MAR ","Marshall","Conference USA",86
"534",737,13,76,"Mid-American","Kent State","KENT",23,28,"",6,26,"OHIO","Ohio","Mid-American",126
"47",738,13,80,"Southeastern","Louisiana State","LSU",8,20,"@",13,26,"ARK","Arkansas","Southeastern",10
